analysis	speciesgroup	composite	cycle	linear	family	status_fingerprint	status	waic
26cc6a41b8cd906d1d4e5432584029b512ed58e4	167	0	1	0	4	3c7d1bf72bcf66b65cbfe71125fbb703c181749c	1	12861.8189336302
278626eac43f672c7f61cb8f5b0f7240bf907776	190	0	0	0	5	1e3390e245a9874f3c23449e0eae7b49ec7e67b0	1	69328.4200283953
286e32b908ef23fe49d3da4bf383190839677948	30	0	1	1	4	8d235200eeefc8b41cf2e2045167247cdf906b6d	1	1896.53147052468
288d395431cf2eb781933d91a1217136466377b7	64	0	0	0	1	546b5fc41b4bef92b7e876cb3ac00d805d5157cf	1	2891.28985928338
291dd033c062d81ef8e200bbc45240bbe50ef893	149	0	0	0	4	10e355cfad706ee930452b24ddc47f840c9cbefa	1	9273.78181004704
2a10b7314ca86904515bce84dd50ea69c54eab89	111	0	1	0	2	eccaf4eb519dcea4936e867e5e55b159674af078	1	994.244098368066
2a2c28f48887aa266a915d1128edb1364f5fa1c8	68	0	0	1	1	634ae690616e603a8e55e65a259e3415812ad35a	1	37320.0598367973
2a4b04852b0bb33566ce6cab3e1a558f7a20b41d	43	1	1	1	NA	0c12a45ae67175d12ff570c7f309ad07dffc17ff	1	NA
2ab0b73bf86827570c9c392e4e6220e999f70260	154	0	0	1	1	93b0aff8aa3650f03d7214c16477747b6bc20acc	1	1002.01308688322
2b5cf83b16cd86be0ba5bc30d59546cdc32959da	14	0	0	1	2	be71e3aca4425ae23e322a6f60eb2012eaf7e060	1	24182.0574159985
2c765dbb487a0c5f372132fccf5bf477ee6ee8c0	58	0	1	0	4	92716c6bd02d34433b6c6f82ed1c80c6eb440434	1	26135.3188765998
2e250a4a7d29e001941b539dc1d21043ac459c96	140	0	0	1	2	f397bd130cd9390bf340c6e2a2f1adc486b8b6f0	2	NA
2e3ee5f1f525764300ef4981875d16581b7d2b12	183	0	0	1	2	2108307ad50cb13f3f25293bee774c4693d9caf2	2	NA
2e680310cca9e479c452ec97306d6f0c14b4f31a	27	0	0	1	2	998e368fe35947a2f8e55fbad5c805c655b6636b	2	NA
2eb1ed5f4bfb876fdfe5bd571db34d924c3bb272	41	0	0	1	2	1714e98434d839e593204a3aa1e437670061eabb	1	3619.08703509782
2ed39a26e20fe6a264a8681eea608d92ab254f24	72	0	0	0	4	f6b60fd72ac0aafd04127a3736688bea6a512757	1	72628.9770803131
2fc0be035bf94d83ddc5fe0b43c43b52b51c2e7d	33	0	0	1	2	54785c6eb8a4730e1fc7f27df9c7dc6ff891ceca	2	NA
30583a84e72b0ab055087ce243b07faf2b89c089	173	0	0	0	4	727b4e5664b566e22ca4c94b02a36689f77e4337	1	51119.0857938876
305b2e671d6a8164a23333d404cd1618d1eba275	108	0	0	0	1	b8d0cdc6f41ad5a3cd4e5d189ac36044e78db677	1	755.521599516414
30de0f46d798bb1e760475a7cdd92630f9960606	20	0	0	1	2	8c629650a630750943874a051ba20a633340acea	2	NA
3115a55165cf2efd12ab12e78e9514be8115a322	159	0	1	0	2	f7ceb78e820b60eb9acd5c8bb217b71472d5ab48	1	6897.02080081713
31c42076cad601a24eeeb60ba52e3947334cd0f2	92	0	1	0	1	66552cf682483e0dd8e2dd5c282cec91905e35f7	1	103869.131310931
33bf9cebf5327ac9303e7fed3d7973237afe8ab3	144	0	0	1	1	62825b5a4fae7409f75fcc7ba1e6e7e8e45109af	1	1971.58602686902
349cf0269b4a6f2ef93de480ebd03076c6cd074d	79	0	0	1	4	0fe58f2f14b805d7ad4ecb913d2a9dfacc9310a9	1	46803.4733004838
34a10292a7aeede12aaf0ada14f6e0dfb6c87b61	59	0	1	0	1	c7bc7a01a30f0c41dd3488ccf331856528002fdb	1	41327.2646806495
35c8b84854c95e19ca73d3e5d0a8420aa1bb80db	79	0	1	0	4	0aa96dc6bf07436ea8ae2fad8f73ed77362af01d	1	46800.1100770288
377dc91bc1bea41c6d508e25de24383c0316770d	70	0	0	0	1	fbff33725b919bf84872363ff8543dbba0520147	1	187973.391153636
37d61eb6ac28e8143278bcff9ef74777b1324375	35	0	0	1	4	95460b25815075a3fbeb3fab2839a257a72e97ed	1	40134.9480399932
3824f43fde18edcb7fa8b85aa3fe6c5cf0822856	125	0	1	1	4	d16e377108d43293bb7bf660c65a503528c744e2	1	4055.23943772964
3849d5a1fbb0386873b33b08109ffa41b62061c7	185	0	0	1	1	136d1c92b3c08ea87c51fa1cf5130b50fddb2571	1	6058.37628366055
38c1d4a389933e0a95cf59a3ff97e399254e51c8	162	0	0	1	5	9c9091d511b41be403d384a2ab42249ff94347ff	1	18890.3206101038
395abbf54cbaf4dc8d2cafb1cf8a02a22f3cc92d	87	0	0	0	4	d7658d62fd79f9d3ac683fbbd1c04391f46d187a	1	12039.3148341276
3a5c47e9d4ea1daceab214c179435ac2edf3e6b7	179	0	1	0	2	746945ed4f403585a5f1d971c08c9f123849bd7a	1	49804.798620201
3aa96165f327f320711286ec507f2c658987ad6a	42	0	1	1	1	4e43060d63f138c5a3175161d836531a35e05198	1	14304.613018741
3cd819d63095c0c33ae71323c04e43c015a7fa88	38	0	1	0	1	f78d50088bd450c004336de2ca048aad8655b5fe	1	5785.23915252799
3d5cecbfb07bcba179396e4cde4c105f267d4c34	67	0	0	0	2	f1d9a30fb7eedc4157d251af0b7f998d7a661cca	1	48394.3990942461
3dd9e5d20c7010f7fe0c07ae8f311f6711dba9f3	188	0	0	1	2	964ee84a1d34f077d9dff525c853af233528b1d9	2	NA
3e7d0466cbe932d04e4f80761133c31fffcef92b	114	0	0	0	4	882519e095b3244eaae75158c59414703b1bce12	1	11340.5464817325
3f48452e8a434e8931cd5b5e074f0f2cf55e729b	106	0	1	0	1	becfac3d367264b6f9c2d5cc42931bc8ed849f29	1	15987.3067700582
3f960da3ec9176a5d454b984afa5a46056a51d2a	146	0	0	1	1	4b2c89d51b50c8afe550daacc73ce954df0464d6	1	79958.3228565211
3ff7f259f620f8e309c23d71dc12c9b89b003ae2	170	1	0	1	NA	cf4e2b6f83a314045347e3936f48b4e4209023da	1	NA
41a5b060fafd8265ebaa8b9590f7306c924ff8e3	176	0	0	0	1	43cb27bb42b83617d5cf9101f4e6b19a017c85c5	1	26143.1153248325
41da3955199dd0ca8f3277a04c8d5275a74de03d	147	0	1	1	2	550a1cea1689e4820ef2783ad54fb87c4514681d	1	751.571723063849
41e5a53342b00751a96c76c5197913239fe8e4d0	149	0	0	1	4	3930db91b0f98d99b5a1c7465d40568e23be0e16	1	9350.89404621425
423f8e6afbfa4b66cb15dc353d281a936491f538	192	0	0	1	2	b6e8e1f5d7cc78953058980b4f9a43e220b69c66	2	NA
426128635de4bcb7fac4c29bb21fdeb5eef38e99	134	0	1	0	4	e4edc15ffed638000c814f0ee60466075f4999ea	1	8325.0292714336
430dd638aaec2fd2706f245ec0e5a60be8502048	107	0	0	0	4	eae64a737081c20900d69526f924fce8156d7224	1	125879.145947461
4386289a1d11bbd1234cef974be0607add456c00	130	0	0	1	2	192e4129b9687aaa1e908cc1c53608cb0b9afee2	2	NA
4398a66821194842fa502afd32fc5459296e3262	10	0	0	1	2	3dde7eb17cca9ac300428b041abc33946f4883ad	2	NA
43c0d02b160477ecdf885ba821e3193b52e2d4c2	28	0	0	0	5	c2695c80578b748df0ace34f3a0948258a8ec03e	1	1334.5790984236
43e50a4bc06e0568b280540f64fbb217d83524c8	34	0	0	1	2	4ba3b96339e582e822780cb58636a8ea2672f0f6	2	NA
43ec6cf9f9e284417842d43e46ad3c96f71a51f4	133	0	1	0	2	eacb87b0b465d61f0a28a078f8034f0deed7708a	1	65122.9367199964
4462512c3bc36872ae675261a1c0aaaddf3bf1e1	129	0	0	0	4	77db66f99a1d5a69fae8c42f43b5ef1cd2a7528c	1	5668.88354754029
45972608d05083d7331c6ebedb352456b662b3e2	106	0	0	1	1	7f5b0ccfbbaf7d48badbf62acd684110c5ea20a7	1	15979.3545757146
45ad6a215f64db417d49b8bdbe368e4950899b53	173	0	1	1	4	ec4f083e53c49ad337cd4d813af31a9b84826f1c	1	51117.6904302801
4657e648e6a7c2edc69938a7799457790892e11c	181	0	0	1	2	dbe74530de48bfb0a679312121971420ca83cf3e	2	NA
47d9e81a07bc42a0b046bd22369f1e207c184edd	13	0	0	0	2	7b0f01b58a2b60cd8543e75db67fd52376902d98	1	19467.5239006313
482e66ada430a624fb2ee6f2c743ef0cad295495	40	0	1	1	1	7c8bcd173a0a939af49ff473cdbd669f3f861645	1	5884.04524605435
48570eeed4aa55c778480b348e096a5015f3fc2b	143	0	0	1	2	f863a271d77b87148448fa6dc03ac00f815885be	2	NA
490525dae0da5b33f52c8cceac2abaf5695c1dae	19	0	1	1	4	e6b10634f7ae229651896e25a48c7ffd89ab399f	1	2294.78795701707
494f8e62354ed6fceadf7b4266909da1cb6cfc0f	32	0	1	1	3	384f4dcfa8e4c5e0fe8dc520b32592bb1494b46e	1	70731.283523164
49a9123859f5e9a39df6993ca2b826b1c086fb6d	40	0	0	1	1	9ae96d718539e58018bced9b316831c54df92a87	1	5885.69413769988
49fcbb4cf672c61bae604d98b52df524583c77dc	155	0	0	1	2	b8bdfd929795f8584e72893b415be5d826d43b56	2	NA
4a4ddb5d925e3c0c3f916977e0f867bb520ae90a	178	0	1	0	1	26266cec6d9a7e978b8c39ee633a8a1dd7bc042b	1	4731.4499801993
4a9a780375969a9f7ecefcd7f94a7084917b02c0	45	0	1	1	4	9395b4f7e6095bfadeb88d38d63bfca21bddf1b0	1	12629.0237332562
4ac1db11145bc5622a889fd7155a3b3a943ab7ad	35	0	1	0	4	a3d5806aef70cf565b6804832eecf3f070b2a3cf	1	40067.0498996917
4b8edc749fc6ea1831e6b5ac7f9c5ae8aded5628	26	0	1	1	4	9789e717ba33952ef85c09d4029fd358635d9f5b	1	16538.2454616058
4bf033e3d19c834f9fc08193cdea01e1aec3b8a2	178	0	0	0	1	4652b4064d96710c682407609ad3a616225229c1	1	4729.1952648938
4c7f626c0ac1dc092c72c1a5b5fb909734fe0c83	43	1	1	0	NA	d9d351180db109ecd92048885caac9f769ff338e	1	NA
4d21a3ccb3625885553a1b8d303f464297b6c800	100	0	0	1	2	81f261b483dd1686ec0c536a202090092e008847	2	NA
4d3a20becd7e30f463a580fd73661be169593117	78	0	0	1	2	fb56c9530394277b893807708190df9e3befd8b5	2	NA
4d8dd369d5876d899d0442cd2676b4aa77c108ed	67	0	1	1	2	c662dba7a84e43f7436af50d9e26b42ea3195169	1	48399.6531436913
4dd7bf489369c0eb45f868fd47674e0adcee6a5e	50	0	1	0	1	b1e93504c868d632894e41b13b3e57efca08ee9b	1	17473.7855070198
4e0775314c2167d9fec453888f8510ffa13e65f9	97	0	1	0	4	f4c322786bb90f98578fc39def3678a8a04f167a	1	6218.94570213226
4fb3e4787803e83a779cbd2543280a71c2b255a6	45	0	1	0	4	3f514907570b94af7c0aef6b62492bb2387689c9	1	12595.0327134694
4fcbfab58e277bb9df4f7b20795b1a394a086639	145	0	1	1	2	b6d5dfd20c8460a6d4f87fbaff9eb82c846f93cf	1	983.951213122907
509786b1c2a925a54734d43110d5ec29835b9a6b	153	1	0	1	NA	438f19be9274e9b434b68253dae669ced27a7b21	1	NA
50e7070c7087e7ce993c59fd71ba17db1963ca57	43	1	0	0	NA	c4cdf489649ec156432a499bfa211e1190ec5584	1	NA
51609d9282f7a9e4195bcb0a3bb575b6daffcb6c	42	0	0	0	1	f1211117fc34bd04905eaad2e2aa7b2336f3f2eb	1	14273.2391353692
52f2b937962ff1f0d9a7277ef70f0e85bce96995	146	0	1	0	1	773370abdf23484dce6df0405f0657e839178be5	1	79958.944105993
531cee23bb2a9187017195819734cce068d1f1f2	134	0	0	0	4	bf39ce38a736c082589a152f6924b25cf4c35e84	1	8319.68218256866
53b074a0fb4bc855c35426f82a047aaea3451fbb	164	0	0	0	4	076a8b045774309fb6c43935bd59f41e44e99fdd	1	111942.689130828
54fc3567dfd4ca40b67077dc1ebb539b01265180	51	0	0	0	1	58e0ca10403d3e58bb484a7b69ff00e9a91a9229	1	10733.8732368911
5603e1cd3c513d3cb058af4d5e3759590163da2d	145	0	0	0	2	8150d4f5e9059eb93d24e70ed880d81b111ab17e	1	976.955704657488
584e7adc66eed7cfe7822a865eda2c4279265b03	150	1	0	0	NA	2129b580c54bd16d8ee81a75f4d53b6544f65c19	1	NA
5851d88b1ec0b1412a280c2605e919ab85eae26d	57	0	1	0	1	f48260f71b2fc2ebdc86fc6df67bc5f58583b749	1	28712.3683293311
588e4a744d60b67cf174f02cc6fbc47233b27bf2	87	0	0	1	4	61036fab2dc29c95608cf58633e8a4c8a182dee3	1	12036.4573250093
58c02fbe1b4622c5cbfca110cb5f6f967188e0d9	123	0	0	1	4	d057ee065dcb431cbd94bcf71003e28e450a1ccf	1	64013.3183479138
58d6b3fb0cec1bbcbb48ae92324cbc65f8e5bc88	94	0	0	1	2	d2321915f8ad91bc8cdf4e65df36d44bf3670bd7	2	NA
58edf590b6aab47a5d7285558406629508e605d0	12	0	0	1	2	d904aa0e51830eaddbc745dedf6cd5133c40735c	1	941.358670267116
5b6d6e295e2e83098930002d7d9b1597e8104f84	129	0	1	1	4	f7db28ec5e6d0837ddb8c51e4854507a7028ee9c	1	5673.57046764232
5baa9b7c1cd1a2259cc473814a4389647bb6f312	164	0	1	1	4	9c107016dcb3d4a7fbc494c3a594c4ecb00e4d92	1	112058.858857683
5be44838465617225fb65ba09feb5e5d06211479	112	0	0	1	2	6b4c0e13ab3df946c579125bb19892b22b4e8138	2	NA
5be7d38257523a516109ee17da70be6b849bb4d2	105	0	1	0	4	02c38c0280bf7b429b226fc0e488fe606a2f26b4	1	1360.80699883697
5c8f6d1fb307a42de2f1f5475ef68aa95c61fd5f	32	0	1	0	3	9fe4d7eed066827e75926a46531a4dc63ea84201	1	70716.1640001438
5d6bee1ad54c4e87ed3eb362bc8ad8c3dc2725a7	170	1	0	0	NA	13a6e559b06aad0e52fd998071484e6aeac732e3	1	NA
5d6cf24547bbe1bbe04388d3a86412a1d908f68f	104	0	0	1	2	6ea3045560a2b5abe748b95bcf51d2519f5b79f8	2	NA
5db905501553fa62b3aeaebb318884b8c7fa4440	167	0	0	0	4	8909863fd9a0afcacb9911217684b61ccfd0f268	1	12862.1443459032
5ed6f01227c442a9bf533db64d792b40ed4ab645	97	0	1	1	4	daab550622860d57e2393f34e5f1986eae9612d0	1	6216.81354738398
609efe21f6eb9bae6f533e933e8d1bd32c868990	107	0	1	1	4	a8f43312993371bd04feac9864b9384d2bd9fc0e	1	126695.026897849
60ce4ea4ddf7da66a00e3836cb1ae91befd97658	93	0	1	1	4	6ef5edd2a40a72b20cebd95d66a11be1ec03256b	1	3621.73045793266
610e0202389348f6d8ed29b1ff13364c67ccb41e	161	0	1	1	4	9f4f490a037ac351a8175426ff67afb6a0948574	1	67058.3053526438
