analysis	speciesgroup	composite	cycle	linear	family	status_fingerprint	status	waic
612e355d6e0b948e7552858e256a3483fd343e6f	187	0	1	0	1	4024e2747ae829640390fe2586beafc1cd29d715	1	4426.4177865565
61f38f90a3df7d05fe7c96f63a13dff8c7f22293	86	0	0	1	2	e27e79b31f66eca9d9a643e5f4eae4cdf98d0742	2	NA
62df99497d514aaa0a020e319fb9f4a73af6053f	123	0	0	0	4	620f2415e3002114ab7b3cd7ada1d467314f3cbf	1	63941.4295260879
630a0debf01296e254447b1781d530268935bef4	148	0	1	0	3	adf6f5179f16bd2bdda444870dd6738f6b84a3c6	1	7537.52778418177
633ced11405a6b40d20ab6daa7f4931c49878700	121	0	1	1	4	fa91c20929461bc675fee706de9f83a59313a501	1	6989.12608579308
639921afb00a469b1f92c73a06a48454bf180b42	6	0	0	0	2	4cda8331fb46203e39f22d86a1150c07e3de0a7f	1	4336.56598919763
651def3f753160212c2253006e10c694238f4f7e	131	0	0	0	4	48c5939573335e52eb95fe9857e2f4e3c4815151	1	4860.76500083137
656642fc5bf4812d01ed085c1890d4bb1d17709a	108	0	0	1	1	ed37c6a3aa9bd07f1fd25a5b247f3b3ceb14ee53	1	756.906571584015
656bd38a12cd3be747e05454892f63ef7d363838	62	0	1	1	1	8d63cd33ed7159cc70717599623c634604de049a	1	6458.02286378991
661ecef37ddb1bfdf490ef65585e50ce6a11f502	105	0	0	1	4	0a79450dc9d3087e007797b1d5c46c1c3bce5ff4	1	1364.65679796343
66f59f316d9fe047b362622281d0a5b3b7e4c75c	43	1	0	1	NA	dfa3047bcc9cdd87c0e3050476464f045f46feb5	1	NA
6714226e0dff29c7e5dbe71a1f43137b5a4f6656	153	1	1	0	NA	9031e6af8f47e4165fd4129cd4aa19e632d2a017	1	NA
6869e075cac2ea8a726b825f52feb9cb19282c9d	157	0	1	1	2	cdbef69d4c340f80692f185052db48029f2dc26f	1	83783.9768892772
686ff42cc29eeded20b99e75dcb873bcaeda3322	150	1	1	1	NA	c289021b254eed0fdf9b65eed1136467508a9c70	1	NA
69308b2583dbbc42cab74fca51f27e30375aeb20	74	0	0	1	2	3a055ea2e657fff8c4653c4462de21d14e16f196	2	NA
69a9339dc105b38760dce76df845acbc33fffb4d	13	0	0	1	2	03333dcfce170e5eb5cf4a7d9546561fa4ff11df	1	19505.476347924
69c91b4e9f635e2ba60daded63d5e893ec16c839	125	0	1	0	4	e75c5360141042e87032ecff8f2ec3ae801fbd61	1	4067.51005640864
69eceee5397aebf212dc597716d6c17ede97646f	190	0	0	1	5	8a7e31803847b68f4a4b6a623aab17081bd0e683	1	69522.8672189733
69efb804ab1932a948600494efb7073504826206	106	0	1	1	1	23dfd6e2883ca16f8d9827b9ea3f6818dcc0432f	1	15978.7321351023
6a1f6523748e32bcdac79eae7b5b26e12d344d02	136	0	0	0	4	4726685eb0556e087b16064d24dbc25d74bc7308	1	14359.0196080172
6aa1ef507f8055df7cb4ac988f9c99f4aa034242	9	0	0	1	4	db41c6ec577af9f874b7dd628f67cf0800b8f28b	1	32464.4759246936
6aaa02fd132636daa6e9c435ba946edca07603c8	3	0	0	1	2	1dc4d054f1d4e45a759aa4b8c3206b85122bad07	2	NA
6b8afec69da36905e42d7cdaa982b12790dc01cd	62	0	0	0	1	193d2a1f6de2a3544ea19c7c790da2188575be03	1	6454.21216246712
6c788fc78680e305f5bb2a1610c62142f950ccf3	187	0	1	1	1	9e223cd1a0f23b0ab63b1d39e7bed58fccc1f21f	1	4433.54226067459
6d4cd1885333b5178e725d711c86606516c7892f	111	0	0	1	2	d7c2515d6e5c9b76626660dd87c674d5eeada349	1	996.104966867308
6e37ab0aab00d51d6ddc10c195fec2972a20e4ef	129	0	0	1	4	4cb66ac5144c867a4d4b900ee60341673a06660b	1	5673.85121061781
6f9fc830e7868189584898431fa75f58214bf35d	38	0	0	1	1	1ca12d6cf936466ad5ffa235bf57e440c654a692	1	5785.54210402067
704434095b342886b42dfea859c9c9f36a71bc38	136	0	1	1	4	c60a844891d20eaaed7296ee643bb3de39f96f82	1	14358.928087042
70ac24ae994cd77ab713cc81090b02f4ba9cf519	36	0	1	0	4	d1bf6ad7d371aba36faa6e642f1a206ff411348c	1	18970.8264716824
73b80590e158f35f7d29e6afb6b3b28b2546a58d	103	0	0	1	2	8842a1fcc0f4c25f694c1ec63f12fa2c6f16390d	2	NA
748b26c95512fff36ce7849f35aa3ff840de49d9	36	0	0	0	4	8f591feede4d51f375f8412e4b665f74d6136fca	1	18843.0859403142
7586012c89aa7aa29e6f719db06b1ed92b748003	58	0	0	0	4	3363ca677f9324c712a20f6f7ce2e6f4aad78567	1	26128.6213220081
75c8f1e53570db45131d425d2dd16c4469969077	144	0	1	1	1	49d4808593297a1093c46be318d38f5410810371	1	1971.77345667979
75e8662a89241418fcfe7227be8df4c4788e23f8	101	1	0	1	NA	7b7c5b2cd20ef41275fbd513d406eec5208b3206	1	NA
761ad3e12d27ea12363980d677b398a917ff4a38	185	0	0	0	1	033e6ea8346a58e500c4c7d37ef075068c6f98ae	1	6057.96823075028
76d281f71882b669130a32fcf9469f555f8a655b	50	0	0	1	1	4433d07c8e217166f012e154d1575e129a99a868	1	17496.1831399767
770e20de1e7c78ad852e0c0b4bb9860505be1d9a	164	0	1	0	4	a1ac62eb9b68f494992f03b7c8a8809118bee9d7	1	112031.088815387
77bc3594f18275b6882c60a981f6a5c935eee2f5	41	0	0	0	2	d13b5414234ec8335d31c7611bb98f7c8cffc2ff	1	3604.75219849332
782fbc50b8fb2d3a79eebaf3f85e48c77f42afde	139	0	0	1	2	77cf29a70f8f12857f18950749498d4706b6b1b2	2	NA
7b11e017e39a3d754ac5373f9c931f697bddd1ec	29	0	0	1	2	ded6428f867203fedde6fa804b1c3aea661b77ca	2	NA
7b6ea3ca13c428ab14ace9e8e92987f4c652550b	105	0	1	1	4	1cef97ee856f2addf2779443364657b9335a2d8f	1	1364.36092462525
7c0eb388a0fbeff738c5767a89ed28c9254dd147	92	0	1	1	1	39d77d5e4f0999e8f8cfa5f9d44e7f822a44c549	1	103926.298534206
7c82473365c96ad74da41c47966670a4d755d1f8	101	1	1	1	NA	dc7a883b8e89d240f77b5dcd9d11609f6dcf1ab1	1	NA
7cfe75054f40a2878a825939a7a81c0e2861203f	81	0	0	1	2	67a7bfc105077e38b1fbc5d8a66ab80d5eeb2cb5	2	NA
7d2c893dd838a7fa3f6d4b8afe098fb0ce38caf8	79	0	0	0	4	8b71d26926c9b7bff28c3090e3c340d7fb3704b9	1	46770.5381362789
7d6f78b66e8515936a87583c487cf738c99e03a2	187	0	0	1	1	c5137429264481f986bb7d60fbfa6b4809a19c33	1	4432.49839916327
7df296267f7fe00bd6fa890413cfd766f3c564a4	5	0	0	0	4	bc3dcbb08ecc6e65ef0bf2791ab10ed5c2c670bc	1	7185.18250273773
7e9a4360787c319ef67dfc9f3866fabf1d62bc43	45	0	0	1	4	63143236c878c52ca544deeec523a561fffd87fe	1	12631.6420184326
7eab71189ddcabfc28ce2ce022dd7831518cb8a5	114	0	0	1	4	da5c2594e588ab04cedf6d8fd7ae5880acaf378b	1	11315.6309822348
7f486a2ca57410de948da8623b3ac7f51c9d2065	12	0	0	0	2	0d31335ca2fbff357a588e184c0ffd3f8992054c	1	943.393091937891
7fe1c3da8dc47035e61eb9ba914d94e7e7ee0dd1	38	0	0	0	1	12b1e386935bf8bc6c5bb045011a2d5caba8467f	1	5780.42192590823
7ffbf9bc7d01326625481ea6b90fd383f41c5e5d	46	0	1	0	5	0eae56c2104d2851f65f58cb7dafd0c352c0877f	1	1994.78677137085
8041f25730755f65c6e844f69c3c6200eeed498e	180	0	1	0	4	05389203470db0b7ba70951713012fd4f692a146	1	4094.26499959003
81745bf278a86ea831ee6061f8c63ec20a829e96	150	1	0	1	NA	7caedc7fdc2fa481f05c57f45c053b647c45ef6d	1	NA
81eb19077f2d257eaaa054a2b781a83449bc9044	73	0	1	0	4	0eb03d4774d5dde608ad80f66e9c5f8f55bfd91b	1	4434.76399613069
8341e58b499893e26e24d561a84216ed622957f1	180	0	0	0	4	c617d58696a68b23cbf078ddd373655e1c758962	1	4047.38304453415
834b1cea6ebb419aa330dcbe46f4e63f1f23745c	83	0	1	1	4	fc7dfcd7a43301c437f86bcd2f9b6fe8ba9569ed	1	1878.22486191898
84710c8b233b12501fe802b02a84bcba77d988a4	92	0	0	1	1	046ef7d6d082fc3df8ae33f7050ce83eb1c0c013	1	103927.228690439
84c6a4d9c834395f41120e6e4df67c82eb9e4e20	18	1	0	0	NA	7f219980c4af29977890f92d29ea28f1b685d087	1	NA
85173b06048db8f63cb8dfe0b3c19112bae29816	82	0	0	0	4	e707f558fb86fa34e51830093d107fcd47364db9	1	7292.06400937193
8588d11a0f90b25e63974a7622858b8782854122	23	0	0	0	5	abdc4e5319cbdcb82b9f1cc7fb1cd503576a8084	1	1373.17300431282
860f565f39c4491817ca18b59a2a542828b35ab8	5	0	1	1	4	df76b02b6b6e27779c5ba87e36769d08eefc0493	1	7180.35497833909
8776f4156438c1d4983a0ab34752c64ebccc8ba8	49	0	0	1	2	61e88344b5138d81e6a0e0c7bc040c9e41c40a14	2	NA
891703d3d06b0dd715625a0ca4b1750b19f7044f	162	0	1	0	5	55d9ee98c6f24ec215f3313649be915d501ef4e7	1	18886.6301541232
89f6f03a5bc047141ba6cc766377e9af61a0537a	127	0	0	0	1	6ff6ec334df39c6c8ba307c81e8074dc3be45dac	1	5449.72734541547
8a005e4d231a4353d929481925baf648189614b7	172	0	1	1	2	2460c1e9c3be656cc9fc7221fc0ebcd4a675765b	1	1220.3179204429
8a95181984c97cefdb31109d1eafdb171a213176	88	0	1	1	4	ae4e5769158bf85b4638a274bbccf493595ff7c0	1	1874.55133656162
8c299a02d9e8d20d2c28a5bc1acb67becf678d2c	39	0	1	0	4	d5d93404e06a3af99679610ed172cc961ea775b7	1	32127.9210561408
8c5946c97abdaadd483711e34b11d509b1265fad	25	0	1	0	1	5a4a48cc331e510dd8356e338539ac5caa974ad4	1	19649.1466662499
8c8ad9f223a42e5190ac4a75c93531c54ccb2f39	60	0	0	1	2	e6f76df494ac04169aeca3534024661ddc129825	2	NA
8e5d5501fe312872594f807383397676992eaefd	189	0	0	1	2	742b1e1ca22b14aa7eb05205fba24f97a1a4de45	2	NA
8e5dfde740f5c21a267cc2e2aaff5429611db96c	95	0	0	1	2	41bccf50e554c2c02709742b4a3aaa654d63194b	2	NA
8e5e92329d682285d15f0851777d8a1c0180a803	184	0	0	0	1	10c3f804272fc9392dc8f49251e2ec704ceb86a0	1	135299.396581315
8e73e3916cd33249b7ccbbdd5de4ef309930d80c	51	0	1	0	1	e9719cf3bd1cf004319367b93de95779bc28cd45	1	10766.5848191543
8ea6ebfd7a7d1c9c756c49d2e6523b01de9b83e6	185	0	1	1	1	f7194dbd76ffc5c1b2383f31bff31d10577fd981	1	6057.28306957583
8efc52286d7323942d723011bdf922e2312b218c	25	0	0	0	1	526e9c5a0ba26f8f0e9ad5ef9e6c0ef0733d4581	1	19645.008408073
8f2c9e2270370d6efd06a63144f1aad2b22c3dbb	8	0	1	1	4	801c48f30ea9d23152902b65aeb4248259e8684f	1	6496.84697099137
8f3e2c3c211c102f47e4a2f61d88a45e273bb4b9	147	0	0	1	2	8e2064e08f35a21456c860d865248f6876608e46	1	752.786396076192
8f59452aa3db35358ce6ceca6e899cadb572dad3	82	0	1	1	4	dcd93b5428328bfc4ac97a71b2d31b46d55f0307	1	7313.63639864347
90246b4f81a9a10e1f2fbd0c89bed45ceed1dd19	38	0	1	1	1	f2dbd8cada7b0322cda13c02aa0ecaefaf869f60	1	5785.38088098979
9181a08040fc2fb5aabe6fc2a47584e3dfced1af	21	0	0	1	2	a52736395465e977b9b983faad6229dbe0cd5bc5	2	NA
9188e5c25e8616a28af08c97dd8d5633755a6321	59	0	1	1	1	2d45ea3a4464a803f76ecbd2ce77d4fcc78b6fd3	1	41336.5488599412
920acc0358b92059f65e963e2d556d3885be3516	90	0	0	1	4	5967e7cbcf7a6d2106d877bcb095c1ced3df38f0	1	6071.00810055871
9210d9c448226ab6432d66d5452df74a65c0c44b	68	0	1	1	1	951da31474f5a9a5239e9928ea748d334eab324b	1	37320.0741032143
926f28df75a0d353d70d4fd43bb2bae79c548cc9	133	0	0	1	2	faac47de85f78f9e912f5ea1cfac8551b994f4e5	1	65310.2212856749
92bc2cb9596f8407c243c55341e5c4e88258d2de	177	0	0	1	2	6521c0d02eba8159682df770cef0ee752703adfe	2	NA
92dc32d1aae8dc0349641b124188432db051ebd2	42	0	0	1	1	c4606a03d0f78649d7e6f03e6f89f054a96ea437	1	14305.0612908384
92fa4376954618fbf5ca8d4bb3000d4effbdbe96	133	0	1	1	2	e47d04681382ff755006878a726695cdccd4d5ff	1	65320.1617770787
9358563c98d97d29de29416e5e0045ee31375143	116	0	0	1	2	889b26fc68a177ea2a1ee5fa03dc9ed63e063d6b	2	NA
94052f5b5f78700311bba2a7edec5694e7570206	39	0	1	1	4	7ddd99c903ecc5bce5f4a1b774835ba1820e5313	1	32115.9599321013
943c7def5fab3b9fc9afe34c1cf20e0a67cf3bc4	176	0	1	0	1	1d3cc34676dc1b466283e4e730d5da2bc50be51a	1	26143.4794187516
94d66ec8e8f53ff1f84f8db383082eb901747fa1	128	0	1	1	1	720108279293b8fd0be4da66cb73d3c279037f86	1	3682.82565629449
956110103a9926ea19e8c5104390cce06aa7537b	113	1	0	1	NA	e1be44a17172cd8fa290476d9add68eb8f2ab284	1	NA
961e4f1df3d5bc215f267e2fe62cd0aea7049303	41	0	1	0	2	8db0a1fb6e2cde17365ba15935d595fba3531be1	1	3613.10717379529
963c708e00726201e1bac3f289456f713987f607	160	0	0	1	2	2f41063693b1c9ad6984048029799d158e126b2e	2	NA
965f88bfbd551bec0382dfbf959a6b45fc0c89cf	46	0	0	0	5	4d8491e5fae39ce50c78401acb906518069b5c3c	1	1995.84458086786
9681817809f01fc076ec66cc4b8f731f92c6e8c9	4	0	0	1	2	61e366409f4f20bb3def31046bdcdfe8781d6cec	2	NA
976b25daff94e4eafe2404aa65eb728426b4f96a	37	0	0	1	2	75de1b1968cb8372d3d9a64e200e90087ea6b9b7	2	NA
9780e4c83411b9a4d781de9bdf7a865017012e36	57	0	1	1	1	973189cb238ffe3af9ca882d82eb98de4c729833	1	28717.4857982574
978cca4766cbc726d06b668633f33602db61eb06	66	0	1	1	2	f03c1792dcb5c42d4255708959d1be0f7bd9e8d3	1	1378.87627625117
991fdf3e59e81f9c9d634e7dabcdabb78a7d7f6d	47	0	0	0	1	2a7652b5cb8f1eb29e568bf279f21221618695e7	1	12639.9543866344
994efbfd7077092941ab698950b510bcccdc578e	111	0	0	0	2	4e750bf595c12f1423f4b58489c049b8ea55f2af	1	988.054345200307
9982829dfdbd9a0dd00ea036ecb90759dcb07301	99	0	1	1	1	d7aa3f1f578571271174caa4f820d8ee6c05168f	1	11440.866993611
9a51a1031e068fbbcaebd3e9e4079c8b103aa1cd	178	0	1	1	1	64d39622be61c40fe3fa534ea36240f99f0fae0a	1	4734.08247309787
9a5c780f3d4f5634cbd4d7ae30d124a897eef006	148	0	0	0	3	f102163686b5242057ce8a59514df16a4fae43cf	1	7537.94731796916
9ac768a05a1a5183538fbc360a6621819feb75c3	145	0	1	0	2	7d3136320e9ac9a10c015ee4af0cecd0a1370be0	1	975.799834110016
9b6daaaf9ec9b95653a48429aec5b90afe51dfe3	52	0	0	1	2	72c3308b9d24be0117427504853ba09c8461cb23	2	NA
9ba0ca84ebe3f443d0a525ead480c8edf26f4b85	174	0	1	1	2	17f753388b239e09fc1a6ab2cee500b436a61db8	1	100430.832015252
9bffc6c309b836298fa0db1bc7eb4504c5302290	174	0	1	0	2	65935fdf2ab14f7daae2e248a295d8da703bb4ce	1	100222.858533576
9c3dee5079e8953147def9d70d862a3b8a5f1ab3	91	0	0	1	2	172e3de83a178715a3f17eb11d0652beb4d00330	2	NA
9d24ff6b61d31727366d9a5a0fe97c9a4172260f	125	0	0	1	4	5a141d18ee79ab00c25331c3a18686ba7fa85d64	1	4055.78688638765
9db47d3d2e33b2ffa0204ba5d2169c32bf4c48b6	131	0	0	1	4	2784ad2c6cd3fc0826ee4f194e2ca28d557230be	1	4857.91335663756
9e464c8fe08c39ce5fa4952d6aca568bde73751c	136	0	0	1	4	578fca0a07838b4938e017db07dcb09c2d2ddaf9	1	14359.359842093
9eb0d6d53eb8c753562a2bbf0c5a90870ecfa324	12	0	1	0	2	567c09a72943c77e5ac19a0036a8cc8e186e3fe6	1	944.342115174742
9f218a969f62a03ef252334b4dba7a421118c2d1	121	0	0	0	4	ee683acefc567686fb5ddc4257ce226517da92e2	1	6982.05654043354
9f4009d7c6dab72a3092216b71d036b2f4c799a5	73	0	0	0	4	12703258a40d60ec1d6af8389d2b5776041f9414	1	4423.23540329592
9f71d5d8541539f416457185ee8f70a01a5b189d	19	0	0	1	4	1945672b66548532f946b21ed6302e06b217b079	1	2294.90932960516
9fbbc7c4a4b58c5f46b522e676aa6d25c1351f26	121	0	1	0	4	caeaca52899d1c25d1feed523d1491165180b5ee	1	6983.03781125458
a0ddc04c0125fc887cb9cb1fbfb35f1049ff207e	147	0	1	0	2	36c01d3c86b8979b9145ab4829c316fa64ae3e7a	1	758.591600318479
a13c8811843bc15c45d10059ed4fa97a0c97e622	30	0	1	0	4	c27f7f9fc5c3502db4b38df816ddb304b3b3503e	1	1887.07165153824
a173f24b64fbb4b49472f71d1e99210ff743c99f	107	0	0	1	4	35ed233c5f8a38514ef1257bccfc842c13adbf9f	1	126700.710793056
a21216a4c136b5f7152347da94d54d8b3bdcf918	172	0	1	0	2	0fc56f8b9779e8bb02f2777145ba835c3f2d6467	1	1200.43108677989
a28c3e0a86e72290391aeee6d4cd4fbb8189ec5d	153	1	0	0	NA	061095f13352c15db428b9c8240a8fbcbdb45da8	1	NA
a33b1cf5ea0866025ff96436aa001117f5426416	174	0	0	0	2	0081c6fe629f542bdf1551cb7f7dde2782544db1	1	99947.3740351739
a41a2816c7ddadedd3b0c78171fb8c1b9fda38ca	12	0	1	1	2	5e1190bc17503c61ff2a4c8e3e1813d174128968	1	942.632526617119
a4dcd50b1831a7abf943d8906061a1c391ba0d9a	96	0	0	1	2	dac122d7e877db597917ea38065cde694a54eb9c	2	NA
a6383108066814d4f3641a96f4dca690c595a3d3	107	0	1	0	4	4946c87290876d79f96844df0d3f25843e505a52	1	126010.136920536
a67e1fcaa7b915e415c39c96cdf619811f5f6668	119	0	0	1	2	2902be780283e7fbe20c423af90c4470d59397b3	2	NA
a778f23a229c2faa756ea3347694bf1382fc084f	87	0	1	1	4	fc5d4df58ad85b8d75413dfc7c190fe3fe00efa2	1	12035.8232044638
a794c50373a93555c37c44474576c489f6dca829	182	0	0	1	2	1339b6aa6d02a25b5b8e22ad585551080b31b085	2	NA
a8c35af09973b4fb822f3bc8d98a9e50e385ccb5	18	1	1	0	NA	a8b38773eb7820ae284f0e5b2a993032d668ee3d	1	NA
a9b50f608cb2d4bcc19d23b266cb57b431f5f38f	128	0	1	0	1	baa0d532d60a8ada3cb4556ed2a245e1a665e107	1	3683.63138238943
aa42ad4c5b0e2558eb0dbe8d1a45ea8dc187f9bb	179	0	0	1	2	9af7c3ac221f978244fd78e1d141d27a81c9b884	1	49880.6002198725
ab48257c9f53c661fd4b069a55d55b89bfc9e721	9	0	1	1	4	64cfe85f7bc17550b9c4507f9fc0bad91cffad8b	1	32464.1010182157
ab4f595ca442b2689391afe3d2025eedacc1aa2c	83	0	1	0	4	3aa5b6f0f3c90274ab7f9415fd7360d7127bc951	1	1868.76974693303
ac11a5617e8fb0ad8a015e8ecc70469fe57bebd6	93	0	1	0	4	bd1c1b387065396fba2a177d9af5b68c27915aec	1	3628.84868925555
acbfae57a961270b74f82db35f9acf2eec2c546b	56	0	0	1	2	44c06c03572b6546b06d474b679e9ac3658cd93a	2	NA
ace4d6ad2f4b6cfc780885cb498c3af872fab5dc	32	0	0	1	3	91ae1376aacf11e1a1ac205fa633b8c83297c64f	1	70722.7977106276
ad48594408b255e610e12ed95d678c0feb4094e4	70	0	1	1	1	8adf3752709af5ed2e2ef469acc78991b5daa9ca	1	188228.997270218
adcd8cf7937c0c9f7d031f103d96440be7884558	54	0	0	1	2	9101165b4589bbe8da4226969833a33f1bc089c3	2	NA
ae2669547b453723afb0cd4f0588a3ab47cffb3d	17	0	0	1	2	7288b7af3bab561c85e26ad291f31a27c7aa5144	2	NA
ae916af9c42834c88d02b364774af99f78c2e8a9	16	0	1	0	5	d0ed6c9c8c4c54fa7efeb59f334dfa9fa1359570	1	12550.5269216253
b0678c8ed27558036a4a3cae163928976d19a479	89	0	0	1	1	c5524b6a5f71b4edc48223c56d34aa56d30f7289	1	8615.77624188476
b15d26612f7a81a0115867e264977b4310422ba1	6	0	1	1	2	4e1ed0b237ebadd7530ab974b4f6d063950baffc	1	4387.58835918282
b1613578dbdfb88e243c0614e6ab70f6544eda68	80	0	0	1	2	2d7fa66d2baeea0d574e1857abbc43f7de75a517	2	NA
b19c23046c219b08c536b0a34b9d51a497c2fa82	113	1	1	0	NA	955236099ad4638520b0d81f3fb6deadfe2dd1d6	1	NA
b1d8dde6f5b24daaa1612db2678889d5b763e3d9	129	0	1	0	4	aa27acd44048481f2facfeb94c982f96ceaa2edd	1	5666.22954164931
b2610f7388d950faa49cbcd9b55bc155d4e6a7e7	16	0	0	0	5	cdba4f3c4dfcd964491373706d32bc62e84a6c1e	1	12504.1747979037
b2b9a28fa3531ddf227680ec31771a32a2c4a23a	117	0	0	1	2	e9b288def39a04e3163a92ba39485be681a84f1e	2	NA
b2e69875de3947a813162df5dc7129d7bf60275d	138	0	0	1	2	99ca8cd535a382bbbd02d741858ac34dc392fb35	2	NA
b2ed1d358cb5c53cb47c174722b8888bc41005b2	23	0	1	1	5	b42f7cb290acf193199dc11840edc5be0c5bb4cc	1	1371.06812680353
b3e277071737f4fea97bc7a7e2efdf71a313134d	9	0	0	0	4	e63287e1d2108533ee25068b6d00f786c46580b5	1	32381.5979146626
b41c646560f90224aae5178b51ec679f720080e7	23	0	1	0	5	4777882a278b4d8370298d095695cfd61fdc601b	1	1373.85342054408
b4bf2fa96ffeddbd625786b9e3364bd1b4a6a283	64	0	1	1	1	cd8a386f031bf2bf9933d930ab2dadb155d2ad80	1	2894.96220752629
b4d2995f2f1b984c516be0a3e87389dfd4150ec1	146	0	0	0	1	d328123476cb2302908a2cad87f5879402460896	1	79952.0402816215
b55a6f5e2ba73fb406da11ae3390a3a3fcaeb13e	6	0	1	0	2	6938c53ab0a345024c788ea20ac03c2ddde83f49	1	4368.41698305517
b5a8ca74a9ef56a34ad23829ba7cbaeb8006223a	89	0	1	0	1	06d84a0fa740748affad82b60000a78b5f75a6fd	1	8606.22769628943
b5e4c0c917c548e86d915f7869b194e66224dad5	123	0	1	1	4	8cc7102ee1db508fad197a1ec32958d72ec5e18d	1	64015.7699227347
b63cb2d9904cff200dbd05275527c817cd267fd2	1	0	0	1	4	edb72ca6095045a8416bc3abc9b55d41b878fc4b	1	3957.80414150402
b650fcca85c65f5b1b1d4aa427f099f827c3bfbb	66	0	0	0	2	e37d647d84156578c6e79c6c8d2eec8a5a96c74c	1	1376.44486524811
b6521474f6627b1828eb31a1052cce4722547abe	128	0	0	1	1	9420a94af4d2359545a024d26acfc36b27545297	1	3684.04080589178
b671499a4e53b8075a1bb411ed2ebf93a759c717	84	0	0	1	2	4e2fb8328808cae6175815ad9347bf6d4984ea74	2	NA
b7cb883975cd7ed029df1c79627116598fa634d4	159	0	0	0	2	ce3f8f0cb21e1f098dfee366bf3335ac550b6089	1	6873.08971661291
b7da8652aa4646ca8a183975092b76d92966c337	145	0	0	1	2	7da63c8acaa37e1183e91a1523c80e2d10a4d637	1	984.467252555758
b80d8774e02d2baa10a07fa67ca4b5a4ef4de8c3	170	1	1	1	NA	183ffa71229d642b63459e7dbf9c46430fc42947	1	NA
b88b20623c5793f9f1d0e8860ab65f4701f9a245	6	0	0	1	2	62a2fd85075057930c0e2f2578fc2056146308c7	1	4386.92366997525
b8c2acecb1d8a545d67187f830cb8055aab32cd0	55	0	0	1	2	e4b36e9ee4ebd394cc55c057ec6fdc72427b4f87	2	NA
b9278fe2beee35f78fd88bccd5b6fdb8cf9a49fd	158	0	0	0	1	22802987794e647047c72a678d66ea18eef58c7a	1	6940.73445426062
b928431c950a59bbcb99a651174576f524bf650d	62	0	0	1	1	3dca5eb836539b5a1c7ef2ab9a824e9d6e3bdd47	1	6456.6832235384
b936cdc59cbb73d004d7ac34534f4faac4d353ad	83	0	0	1	4	94e33c0a825938027e767c28c129f6b102beba75	1	1877.62321738133
b94348e90dd164735a371b6ba5d7f8bfb80d6038	167	0	0	1	4	88098c753d901058714c4023ea1d407ce1fbdacd	1	12866.9259912906
b9ef6f703d400d3c12a83741282cb586fb487068	88	0	0	1	4	258a3ac3844d4dfbd8e1989bf6ce8b7971514e3c	1	1875.34511334003
b9fd98f21ac059b40ffc4f6ac869083994aa3b92	90	0	1	1	4	89912c459883f6d4c2247079d07a783bf1df90cf	1	6072.91404960694
ba15596fb39719d2ec477408feb60c11fbf421af	65	0	0	0	4	a123f2d45722208c2e6ac80738934d41d3e71405	1	2205.3786002014
bc2e258da22c5990aa089740ddd3bd9c28bd643d	28	0	0	1	5	531bf57de7071667aa7840fff57c5c91e3e322bf	1	1398.35026606273
bd873ae7f2367d19e33e16101939fe7f628f5877	176	0	1	1	1	4de395fab21bae1a1bc8ac72fb0eaad0a9d657b8	1	26153.5310004117
be233a085a3b84c8745617f7052e62ba7357596f	173	0	0	1	4	5a667313fa7328d70580a99084264340e611cd70	1	51117.4318730113
be36cd4a5a0e442c3c3340847af50b928eef68b9	59	0	0	0	1	3b16e69b91bcd2c3ab6235ae10a1cb2ad0957bfb	1	41313.1681030091
bf3192d4367f1043d6a55cd2b97b2b856b5014b0	51	0	0	1	1	60bd0c629b65b6129493d4773a85bde5f2a74c33	1	10795.0209725609
c02003a6715a3257f31c8666cb774ce978b6c535	151	0	0	1	2	23701dffb34c0830789d096fa5bcc0cb9b58ecd2	2	NA
c10d1db00e7b5129507e7db910069367072bcab9	144	0	0	0	1	72717581a8500561efa897d9aab0107c4f23697c	1	1963.15029472562
c11a480bd0cc0fc2c62a8e12c51405b9fac49a9f	46	0	0	1	5	05cdc2e92b1a3d1cd616e73a3603177917fcc9b2	1	1995.06789558774
c196bb26dca6f755184e623394b6ee73b530cdab	36	0	1	1	4	54e2a84b40997302db2b5a67931012d62fc11804	1	18964.098683018
c2aafeee359f61a8007d42dc71d8e125b362a8c6	157	0	0	1	2	0826247200a541c85132b63883d8ab17aaa9aad4	1	83780.7169072385
c4115a431b48bbec1b037888c9b7b73a18628df1	7	0	0	1	2	75cfea9ebc365be049f6c951f1ccaf69e859eb7d	2	NA
c5b38c976550b8e929a9a5fb9067901650051a2c	46	0	1	1	5	1caa4eaf0e47b0d780084b00de06182fc487e923	1	1994.89867503698
c5eeacc101ae687e132cf8ca869b335f58c8de08	108	0	1	1	1	28e4c3429d7ffb472f28662e59d999576fdf92f2	1	756.990219400356
c62f8a027d69260097a1791798dfd64a1b92778b	165	0	0	1	2	6faff97e0305139fd6cbf38f01e2484321938504	2	NA
c690d23390fbffd0d5056fc4d317162227cfb15d	93	0	0	1	4	8767b7da52a8d5d000acb406220cc0f27215ec08	1	3622.16444518903
c765dd28c2d15064d76a0a76e4a776297d23a82a	131	0	1	1	4	7812919120afb812bad15820445118476c21e52f	1	4860.67349444536
c7759c891a2cf19e315832a2275d444ab0471877	42	0	1	0	1	3bf0a29570fb31d9d5858a2cda5331b3f3b09d7b	1	14273.3316984923
